,log_dir,frame_per_second,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,crash_sidewalk_rate,crash_vehicle_rate,idle_rate,speed_km_h,max_step_rate,success_rate,episode_reward,episode_length
13,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,357,0.00028020107435086406,2.6786129486866486,91.76001088038468,45.88028562131983,56.72500533920068,2.892906904220581,1.0001589578313705,560000,180,13,1565.1399230957031,0.0008666666666666666,0.0,0.0,0.6144545378114612,1.0,0.0,-368.2436796951294,3000.0
14,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,357,-0.0008046886206079179,2.638568875881342,3.190384278828517,1.594387451444681,11.348540735588625,3.1465940475463867,1.0001444451701946,600000,200,14,1679.4086434841156,0.0,0.0,0.0,0.6133553750996042,1.0,0.0,-207.35350959777833,3000.0
15,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,358,-0.0007480060672745681,2.5990556397499183,0.8391660040387741,0.41883499641926625,4.921915260606851,2.0079803466796875,0.9997673203547796,640000,210,15,1787.0422666072845,0.0,0.0,0.0,0.5971361360887426,1.0,0.0,-168.7302087211609,3000.0
16,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,359,-0.000502536561823665,2.5815503678260705,0.6270642106540693,0.31302956913550123,3.862387609290771,1.7416765689849854,0.999664178605263,680000,220,16,1893.972908258438,0.0,0.0,0.0,0.6009757140121958,1.0,0.0,-117.74006441116333,3000.0
17,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,358,-0.00106514583950719,2.5534303379364505,0.6635870167890038,0.3307283628660326,3.7493699771853595,1.7333568334579468,0.9998541954236153,720000,240,17,2009.826378107071,0.0,0.0,0.0,0.6252274034540736,1.0,0.0,-56.353888788223266,3000.0
18,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,358,-0.0017051086077490487,2.539480938208409,0.2743125091139705,0.1354511462343045,2.399052449564139,1.1901278495788574,1.0004423105563873,760000,250,18,2117.9575865268707,0.0,0.0,0.0,0.6369400486598239,1.0,0.0,-39.80941337585449,3000.0
19,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,359,-0.0010020520942560277,2.521506731785261,0.17855405879493516,0.08827497721888507,2.183853175624823,1.1677570343017578,0.9994803225000699,800000,260,19,2226.501952648163,0.0,0.0,0.0,0.6727730017455219,1.0,0.0,-36.93908924102783,3000.0
20,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,358,-0.0029428354195820596,2.4899581679931053,0.2645844029250722,0.12934936615190684,2.2810987033427526,1.2164075374603271,1.0004975911134328,840000,280,20,2342.8112666606903,0.0,0.0,0.0,0.7255433833855761,1.0,0.0,18.746537036895752,3000.0
21,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,359,-0.007743168829265647,2.4621086556177874,0.09792260511252933,0.04121813364685155,1.740103376790499,0.9385392069816589,0.9999280989552155,880000,290,21,2448.0831537246704,0.0,0.0,0.0,0.8112023287599776,1.0,0.0,20.95160972595215,3000.0
22,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,359,-0.016666377933086972,2.3519328461243556,0.08351297217588394,0.025090108026648895,1.78443223839769,0.99817955493927,1.0009920781621566,920000,300,22,2556.625998020172,0.0,0.0,0.0,1.0500079979748127,1.0,0.0,25.110626926422118,3000.0
23,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,358,-0.02191436709298824,2.258979027852034,0.13224412300743354,0.04420769435401337,1.9268828937831597,1.077454924583435,1.0018347799395904,960000,320,23,2675.369742155075,0.0,0.0,0.0,1.4257310789239421,1.0,0.0,39.787370653152465,3000.0
24,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,359,-0.023142442270779075,2.2827172487210006,0.2108753085614015,0.08229521191559541,2.0958956276568084,1.1305047273635864,1.0001133845020562,1000000,330,24,2784.41197347641,0.0,0.0,0.0,2.007179425871663,1.0,0.0,53.06633133238702,3000.0
25,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,358,-0.0006449992613246044,2.228140991773361,114.07877176637069,57.03874078411131,17.292866466595576,0.6904053688049316,1.0001485573939788,1040000,340,25,2900.6868801116943,0.0011666666666666668,0.0,0.0,2.9689156048392658,1.0,0.0,62.524739724498325,3000.0
26,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,356,-0.0013041084453176994,2.159400393565496,93.13838096295412,46.56788638155812,18.019508530314152,1.0627665519714355,1.0008304692613772,1080000,360,26,3028.293060541153,0.0011333333333333334,0.0,0.0,3.8814883655069834,1.0,0.0,89.18116566639836,3000.0
27,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,356,-0.0013547035261021498,2.025413342851859,366.2505292359071,183.12391055631332,40.9701150677143,0.8648039698600769,0.9995216807875877,1120000,370,27,3145.294948577881,0.0016333333333333334,0.0,0.0,5.019957034052414,1.0,0.0,108.83698745141515,3000.0
28,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,354,-0.007694879653326307,1.8678760292438361,18.29704004312173,9.140825144105996,11.998663341464141,2.7346296310424805,0.9999571844553337,1160000,380,28,3269.3854899406433,0.00023333333333333333,0.0,0.0,7.893547689989543,1.0,0.0,150.5860406856739,3000.0
29,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,352,-0.005184673717042479,1.7706256434703485,42.74968621516839,21.36965842491541,23.785460792138025,3.8151166439056396,0.9994750106563934,1200000,400,29,3401.797408103943,0.0009666666666666667,0.0,0.0,12.169217983063723,1.0,0.0,295.7494030575616,3000.0
30,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,351,-0.005206700969630709,1.6651314493173208,43.414292300664464,21.70193944359437,34.859726003652966,5.383648872375488,0.9991871878122672,1240000,410,30,3528.4920518398285,0.0007666666666666667,0.0,0.0,17.103606974156808,1.0,0.0,413.48872381853704,3000.0
31,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,350,-0.004917229280078736,1.6051098310794585,93.22067977831914,46.60542270648174,73.1000784051724,7.102627754211426,0.9995000117100202,1280000,420,31,3656.530869960785,0.0023,0.0,0.0,24.018045492995615,1.0,0.0,552.0727692617852,3000.0
32,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,347,-0.0005629724076686379,1.6068863575275127,6705.633429209392,3352.8161472613997,615.1761178530179,-2.9537248611450195,0.9998728228303102,1320000,440,32,3793.1456060409546,0.0018,0.0,0.0,28.455207264979794,0.89,0.11,654.9063589299069,2969.26
33,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,346,-0.0005344164384624515,1.57729575022673,6685.237071697528,3342.618003561558,977.3432977529673,-1.9801878929138184,1.0002880005118175,1360000,450,33,3924.117742538452,0.0184,0.0,3.3333333333333335e-05,26.868291410271805,0.81,0.18,578.286025513028,2954.08
34,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,344,-0.0004683219508315699,1.532417889054005,4839.665130380484,2419.8320989462045,1008.1210273155799,-0.7574468851089478,0.9995645148631854,1400000,461,34,4058.170254468918,0.004066666666666666,0.0,3.3333333333333335e-05,24.571979177620953,0.72,0.26,578.3303770792553,2939.93
35,/content/gdrive/MyDrive/cs260r/assignment4/train_ppo_in_singleagent_env/ppo,343,-0.005452060006045474,1.4365985427147303,130.16100672208347,65.07505127711174,120.1394322236379,7.8941426277160645,1.0002428471660003,1440000,480,35,4195.653929233551,0.0010666666666666667,0.0,0.0,28.174464348766552,0.63,0.35,881.3872766124216,2917.74
